date,Location,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,pm10,so2,co,o3,no2,categori
25/06/2021,DKI Jakarta,-25,7,-45,-44,-37,16,6934,69,2571,4294,501391,8066,448039,45286,1.61%,89.36%,0.92,1.41,59,36,14,17,32,SEDANG
26/06/2021,DKI Jakarta,-32,5,-55,-39,-23,11,9271,51,2724,6496,510662,8117,450763,51782,1.59%,88.27%,1.34,0.74,54,31,10,21,23,SEDANG
27/06/2021,DKI Jakarta,-38,-5,-64,-42,-19,12,9393,51,3505,5837,520055,8168,454268,57619,1.57%,87.35%,1.01,1,65,27,18,22,32,SEDANG
28/06/2021,DKI Jakarta,-27,8,-49,-44,-40,16,8348,80,3414,4854,528403,8248,457682,62473,1.56%,86.62%,0.89,1.57,55,24,18,26,38,SEDANG
29/06/2021,DKI Jakarta,-32,2,-54,-47,-43,16,7379,80,3505,3794,535782,8328,461187,66267,1.55%,86.08%,0.88,1,66,30,15,20,28,SEDANG
30/06/2021,DKI Jakarta,-31,4,-54,-48,-43,15,7680,71,3522,4087,543462,8399,464709,70354,1.55%,85.51%,1.04,0.89,65,26,19,19,38,SEDANG
1/7/2021,DKI Jakarta,-30,8,-51,-47,-43,17,7541,46,3527,3968,551003,8445,468236,74322,1.53%,84.98%,0.98,0.65,55,27,14,20,31,SEDANG
2/7/2021,DKI Jakarta,-26,12,-47,-47,-41,18,9399,70,5013,4316,560402,8515,473249,78638,1.52%,84.45%,1.25,1.52,55,33,16,14,30,SEDANG
3/7/2021,DKI Jakarta,-45,0,-63,-50,-34,16,9701,16,5681,4004,570103,8531,478930,82642,1.50%,84.01%,1.03,0.23,58,33,12,19,25,SEDANG
4/7/2021,DKI Jakarta,-49,-7,-70,-52,-29,16,10485,66,5816,4603,580588,8597,484746,87245,1.48%,83.49%,1.08,4.13,68,27,11,27,22,TIDAK SEHAT
5/7/2021,DKI Jakarta,-40,0,-56,-54,-50,20,10902,120,6596,4186,591490,8717,491342,91431,1.47%,83.07%,1.04,1.82,71,28,12,34,25,TIDAK SEHAT
6/7/2021,DKI Jakarta,-43,-4,-58,-55,-51,21,9439,137,6100,3202,600929,8854,497442,94633,1.47%,82.78%,0.87,1.14,56,26,9,29,29,SEDANG
7/7/2021,DKI Jakarta,-43,-5,-58,-56,-51,21,9365,142,3655,5568,610294,8996,501097,100201,1.47%,82.11%,0.99,1.04,64,34,10,22,27,SEDANG
8/7/2021,DKI Jakarta,-43,-6,-56,-57,-51,21,12974,136,10854,1984,623268,9132,511951,102185,1.47%,82.14%,1.39,0.96,68,32,10,26,26,SEDANG
9/7/2021,DKI Jakarta,-43,-5,-54,-58,-50,23,13111,138,15029,-2056,636379,9270,526980,100129,1.46%,82.81%,1.01,1.01,70,33,9,28,25,TIDAK SEHAT
10/7/2021,DKI Jakarta,-49,-7,-65,-54,-36,17,12920,87,16839,-4006,649299,9357,543819,96123,1.44%,83.75%,0.99,0.63,64,35,7,24,23,SEDANG
11/7/2021,DKI Jakarta,-51,-14,-72,-55,-29,17,13133,46,20602,-7515,662432,9403,564421,88608,1.42%,85.20%,1.02,0.53,54,32,6,21,15,SEDANG
12/7/2021,DKI Jakarta,-43,-8,-56,-60,-51,21,14622,134,20477,-5989,677054,9537,584898,82619,1.41%,86.39%,1.11,2.91,46,29,5,18,13,SEDANG
13/07/2021,DKI Jakarta,-46,-12,-59,-60,-53,22,12183,68,4571,7544,689237,9605,589469,90163,1.39%,85.52%,0.83,0.51,63,33,10,18,24,SEDANG
14/07/2021,DKI Jakarta,-45,-12,-59,-60,-51,22,12669,63,3069,9537,701906,9668,592538,99700,1.38%,84.42%,1.04,0.93,53,28,10,17,23,SEDANG
15/07/2021,DKI Jakarta,-44,-10,-57,-60,-51,21,12691,141,3034,9516,714597,9809,595572,109216,1.37%,83.34%,1,2.24,66,31,12,24,30,SEDANG
16/07/2021,DKI Jakarta,-43,-9,-55,-60,-49,23,12416,132,8448,3836,727013,9941,604020,113052,1.37%,83.08%,0.98,0.94,71,30,11,24,29,SEDANG
17/07/2021,DKI Jakarta,-48,-8,-64,-55,-34,16,10168,67,11610,-1509,737181,10008,615630,111543,1.36%,83.51%,0.82,0.51,63,29,8,28,20,SEDANG
18/07/2021,DKI Jakarta,-50,-14,-71,-57,-26,16,9129,158,11852,-2881,746310,10166,627482,108662,1.36%,84.08%,0.9,2.36,63,31,8,32,19,SEDANG
19/07/2021,DKI Jakarta,-40,-2,-53,-57,-52,20,5000,250,12659,-7909,751310,10416,640141,100753,1.39%,85.20%,0.55,1.58,66,26,10,32,28,SEDANG
20/07/2021,DKI Jakarta,-55,-24,-65,-72,-79,28,6213,268,12066,-6121,757523,10684,652207,94632,1.41%,86.10%,1.24,1.07,74,27,15,24,24,SEDANG
21/07/2021,DKI Jakarta,-44,-9,-59,-58,-49,19,5904,95,10545,-4736,763427,10779,662752,89896,1.41%,86.81%,0.95,0.35,48,27,7,26,17,SEDANG
22/07/2021,DKI Jakarta,-43,-10,-56,-59,-48,19,7060,195,10631,-3766,770487,10974,673383,86130,1.42%,87.40%,1.2,2.05,53,31,9,24,26,SEDANG
23/07/2021,DKI Jakarta,-43,-10,-56,-59,-47,22,8033,157,14510,-6634,778520,11131,687893,79496,1.43%,88.36%,1.14,0.81,58,26,9,27,28,SEDANG
24/07/2021,DKI Jakarta,-47,-9,-63,-54,-32,15,8359,151,14528,-6320,786879,11282,702421,73176,1.43%,89.27%,1.04,0.96,53,26,13,21,34,SEDANG
25/07/2021,DKI Jakarta,-46,-9,-69,-54,-23,14,5394,157,14224,-8987,792273,11439,716645,64189,1.44%,90.45%,0.65,1.04,70,25,23,28,38,TIDAK SEHAT
26/07/2021,DKI Jakarta,-38,-5,-54,-55,-44,18,2662,160,14652,-12150,794935,11599,731297,52039,1.46%,91.99%,0.49,1.02,65,27,14,17,32,SEDANG
27/07/2021,DKI Jakarta,-40,-7,-56,-56,-46,19,3567,184,14849,-11466,798502,11783,746146,40573,1.48%,93.44%,1.34,1.15,61,29,10,23,28,SEDANG
28/07/2021,DKI Jakarta,-38,-6,-55,-55,-44,18,5525,69,10936,-5480,804027,11852,757082,35093,1.47%,94.16%,1.55,0.38,68,31,13,20,30,TIDAK SEHAT
29/07/2021,DKI Jakarta,-37,-5,-53,-55,-43,18,3845,27,11422,-7604,807872,11879,768504,27489,1.47%,95.13%,0.7,0.39,59,28,13,24,32,SEDANG
30/07/2021,DKI Jakarta,-35,0,-49,-54,-42,19,3454,43,11146,-7735,811326,11922,779650,19754,1.47%,96.10%,0.9,1.59,73,29,12,39,35,TIDAK SEHAT
31/07/2021,DKI Jakarta,-39,1,-59,-49,-26,12,3328,251,4961,-1884,814654,12173,784611,17870,1.49%,96.31%,0.96,5.84,54,26,7,27,24,SEDANG
1/8/2021,DKI Jakarta,-42,-5,-67,-51,-22,12,2701,71,4595,-1965,817355,12244,789206,15905,1.50%,96.56%,0.81,0.28,51,25,8,29,22,SEDANG
2/8/2021,DKI Jakarta,-32,2,-51,-51,-41,16,1410,154,2161,-905,818765,12398,791367,15000,1.51%,96.65%,0.52,2.17,47,24,10,25,28,SEDANG
3/8/2021,DKI Jakarta,-34,-1,-53,-51,-42,16,1601,70,2506,-975,820366,12468,793873,14025,1.52%,96.77%,1.14,0.45,50,26,11,19,35,SEDANG
4/8/2021,DKI Jakarta,-34,-2,-52,-51,-41,16,2981,63,2470,448,823347,12531,796343,14473,1.52%,96.72%,1.86,0.9,52,29,8,24,26,SEDANG
5/8/2021,DKI Jakarta,-37,-6,-55,-51,-41,17,2312,126,2759,-573,825659,12657,799102,13900,1.53%,96.78%,0.78,2,52,29,9,21,27,SEDANG
6/8/2021,DKI Jakarta,-31,2,-45,-51,-39,17,2185,53,3206,-1074,827844,12710,802308,12826,1.54%,96.92%,0.95,0.42,56,28,15,11,28,SEDANG
7/8/2021,DKI Jakarta,-36,2,-56,-46,-25,11,2008,68,4556,-2616,829852,12778,806864,10210,1.54%,97.23%,0.92,1.28,55,31,7,18,18,SEDANG
8/8/2021,DKI Jakarta,-39,-5,-63,-49,-19,10,1649,20,1199,430,831501,12798,808063,10640,1.54%,97.18%,0.82,0.29,53,33,6,23,16,SEDANG
9/8/2021,DKI Jakarta,-32,-2,-50,-50,-40,15,727,14,1009,-296,832228,12812,809072,10344,1.54%,97.22%,0.44,0.7,52,30,6,25,15,SEDANG
10/8/2021,DKI Jakarta,-35,-6,-55,-51,-42,16,1426,39,1174,213,833654,12851,810246,10557,1.54%,97.19%,1.96,2.79,32,25,7,29,16,BAIK
11/8/2021,DKI Jakarta,-34,-5,-51,-60,-67,22,1957,42,1334,581,835611,12893,811580,11138,1.54%,97.12%,1.37,1.08,55,25,10,24,25,SEDANG
12/8/2021,DKI Jakarta,-30,-3,-50,-48,-37,14,1080,42,2471,-1433,836691,12935,814051,9705,1.55%,97.29%,0.55,1,55,28,8,20,19,SEDANG
13/08/2021,DKI Jakarta,-29,-1,-45,-48,-36,16,1210,68,1568,-426,837901,13003,815619,9279,1.55%,97.34%,1.12,1.62,56,28,10,17,28,SEDANG
14/08/2021,DKI Jakarta,-33,0,-54,-43,-20,10,1363,29,1213,121,839264,13032,816832,9400,1.55%,97.33%,1.13,0.43,65,30,15,24,36,SEDANG
15/08/2021,DKI Jakarta,-36,-6,-60,-46,-16,10,1182,17,1066,99,840446,13049,817898,9499,1.55%,97.32%,0.87,0.59,56,31,8,17,20,SEDANG
16/08/2021,DKI Jakarta,-27,0,-47,-47,-39,14,513,28,944,-459,840959,13077,818842,9040,1.56%,97.37%,0.43,1.65,53,30,8,17,19,SEDANG
17/08/2021,DKI Jakarta,-37,-13,-48,-61,-73,22,654,24,917,-287,841613,13101,819759,8753,1.56%,97.40%,1.27,0.86,56,28,13,26,22,SEDANG
18/08/2021,DKI Jakarta,-32,-6,-51,-47,-36,14,1029,13,892,124,842642,13114,820651,8877,1.56%,97.39%,1.57,0.54,59,25,11,27,26,SEDANG
19/08/2021,DKI Jakarta,-31,-6,-49,-49,-36,14,731,34,949,-252,843373,13148,821600,8625,1.56%,97.42%,0.71,2.62,60,31,15,24,35,SEDANG
20/08/2021,DKI Jakarta,-28,-2,-44,-48,-34,15,968,11,944,13,844341,13159,822544,8638,1.56%,97.42%,1.32,0.32,58,29,11,32,34,SEDANG
21/08/2021,DKI Jakarta,-31,-1,-52,-43,-19,10,891,13,912,-34,845232,13172,823456,8604,1.56%,97.42%,0.92,1.18,59,25,13,26,35,SEDANG
22/08/2021,DKI Jakarta,-34,-7,-57,-45,-14,9,702,28,899,-225,845934,13200,824355,8379,1.56%,97.45%,0.79,2.15,59,28,14,25,28,SEDANG
23/08/2021,DKI Jakarta,-28,-4,-47,-47,-35,14,485,20,640,-175,846419,13220,824995,8204,1.56%,97.47%,0.69,0.71,56,28,10,25,27,SEDANG
24/08/2021,DKI Jakarta,-30,-6,-50,-47,-37,14,484,10,526,-52,846903,13230,825521,8152,1.56%,97.48%,1,0.5,59,27,12,32,30,SEDANG
25/08/2021,DKI Jakarta,-26,0,-48,-45,-35,13,789,9,723,57,847692,13239,826244,8209,1.56%,97.47%,1.63,0.9,62,26,12,34,34,SEDANG
26/08/2021,DKI Jakarta,-25,0,-45,-45,-35,13,574,10,1029,-465,848266,13249,827273,7744,1.56%,97.53%,0.73,1.11,56,27,10,22,33,SEDANG
27/08/2021,DKI Jakarta,-22,3,-41,-45,-33,14,635,9,353,273,848901,13258,827626,8017,1.56%,97.49%,1.11,0.9,62,30,11,25,31,SEDANG
28/08/2021,DKI Jakarta,-25,6,-46,-39,-18,7,468,10,453,5,849369,13268,828079,8022,1.56%,97.49%,0.74,1.11,65,26,11,40,27,SEDANG
29/08/2021,DKI Jakarta,-29,-2,-54,-42,-14,7,474,6,703,-235,849843,13274,828782,7787,1.56%,97.52%,1.01,0.6,65,28,12,30,29,SEDANG
30/08/2021,DKI Jakarta,-23,2,-45,-43,-34,12,341,5,880,-544,850184,13279,829662,7243,1.56%,97.59%,0.72,0.83,79,27,17,39,41,TIDAK SEHAT
31/08/2021,DKI Jakarta,-24,5,-47,-43,-35,12,399,29,528,-158,850583,13308,830190,7085,1.56%,97.60%,1.17,5.8,64,27,12,35,33,SEDANG
1/9/2021,DKI Jakarta,-21,8,-45,-41,-34,12,673,12,1088,-427,851256,13320,831278,6658,1.56%,97.65%,1.69,0.41,63,29,15,24,38,SEDANG
2/9/2021,DKI Jakarta,-20,7,-43,-42,-34,12,430,10,838,-418,851686,13330,832116,6240,1.57%,97.70%,0.64,0.83,60,29,11,30,28,SEDANG
3/9/2021,DKI Jakarta,-18,8,-37,-41,-32,13,343,11,832,-500,852029,13341,832948,5740,1.57%,97.76%,0.8,1.1,60,27,11,37,30,SEDANG
4/9/2021,DKI Jakarta,-21,9,-39,-35,-19,6,360,10,488,-138,852389,13351,833436,5602,1.57%,97.78%,1.05,0.91,58,26,10,31,28,SEDANG
5/9/2021,DKI Jakarta,-24,3,-46,-38,-14,6,303,10,317,-24,852692,13361,833753,5578,1.57%,97.78%,0.84,1,63,27,11,28,28,SEDANG
6/9/2021,DKI Jakarta,-21,4,-42,-41,-34,12,217,16,736,-535,852909,13377,834489,5043,1.57%,97.84%,0.72,1.6,68,31,11,26,24,SEDANG
7/9/2021,DKI Jakarta,-24,-1,-46,-40,-35,13,262,13,531,-282,853171,13390,835020,4761,1.57%,97.87%,1.21,0.81,52,28,9,19,24,SEDANG
8/9/2021,DKI Jakarta,-24,-3,-46,-40,-34,12,428,14,663,-249,853599,13404,835683,4512,1.57%,97.90%,1.63,1.08,53,25,16,23,34,SEDANG
9/9/2021,DKI Jakarta,-20,4,-41,-39,-33,11,308,13,484,-189,853907,13417,836167,4323,1.57%,97.92%,0.72,0.93,45,25,12,27,31,SEDANG
10/9/2021,DKI Jakarta,-17,6,-36,-39,-31,12,261,12,456,-207,854168,13429,836623,4116,1.57%,97.95%,0.85,0.92,51,27,10,25,32,SEDANG
11/9/2021,DKI Jakarta,-21,6,-40,-33,-18,6,268,20,400,-152,854436,13449,837023,3964,1.57%,97.96%,1.03,1.67,66,32,12,34,41,SEDANG
12/9/2021,DKI Jakarta,-25,0,-46,-36,-13,6,306,6,317,-17,854742,13455,837340,3947,1.57%,97.96%,1.14,0.3,61,26,10,28,27,SEDANG
13/09/2021,DKI Jakarta,-21,1,-45,-39,-34,12,187,6,453,-272,854929,13461,837793,3675,1.57%,98.00%,0.61,1,51,29,8,23,21,SEDANG
14/09/2021,DKI Jakarta,-28,-8,-55,-44,-38,15,190,3,499,-312,855119,13464,838292,3363,1.57%,98.03%,1.02,0.5,31,24,8,20,19,BAIK
15/09/2021,DKI Jakarta,-20,3,-43,-38,-34,11,305,10,506,-211,855424,13474,838798,3152,1.58%,98.06%,1.61,3.33,54,29,20,20,45,SEDANG
16/09/2021,DKI Jakarta,-20,3,-41,-39,-34,11,176,9,200,-33,855600,13483,838998,3119,1.58%,98.06%,0.58,0.9,48,29,9,23,24,SEDANG
17/09/2021,DKI Jakarta,-16,5,-35,-38,-32,12,206,5,368,-167,855806,13488,839366,2952,1.58%,98.08%,1.17,0.56,42,29,7,26,20,SEDANG
18/09/2021,DKI Jakarta,-20,6,-37,-32,-18,6,200,6,243,-49,856006,13494,839609,2903,1.58%,98.08%,0.97,1.2,50,29,8,23,22,SEDANG
19/09/2021,DKI Jakarta,-28,-5,-50,-36,-15,7,155,4,81,70,856161,13498,839690,2973,1.58%,98.08%,0.78,0.67,53,26,8,33,19,SEDANG
20/09/2021,DKI Jakarta,-20,4,-42,-38,-33,11,91,3,511,-423,856252,13501,840201,2550,1.58%,98.13%,0.59,0.75,51,27,10,25,34,SEDANG
21/09/2021,DKI Jakarta,-22,-1,-44,-38,-34,12,106,4,313,-211,856358,13505,840514,2339,1.58%,98.15%,1.16,1.33,55,28,11,29,36,SEDANG
22/09/2021,DKI Jakarta,-20,-1,-42,-39,-31,11,227,4,286,-63,856585,13509,840800,2276,1.58%,98.16%,2.14,1,57,29,11,24,32,SEDANG
23/09/2021,DKI Jakarta,-19,1,-39,-38,-31,11,165,2,265,-102,856750,13511,841065,2174,1.58%,98.17%,0.73,0.5,54,29,8,27,22,SEDANG
24/09/2021,DKI Jakarta,-15,6,-33,-37,-29,11,181,5,330,-154,856931,13516,841395,2020,1.58%,98.19%,1.1,2.5,57,34,8,20,26,SEDANG
25/09/2021,DKI Jakarta,-16,9,-36,-29,-16,5,133,3,198,-68,857064,13519,841593,1952,1.58%,98.19%,0.73,0.6,49,31,7,24,20,SEDANG
26/09/2021,DKI Jakarta,-20,1,-43,-32,-12,6,168,3,126,39,857232,13522,841719,1991,1.58%,98.19%,1.26,1,52,28,6,28,19,SEDANG
27/09/2021,DKI Jakarta,-18,4,-41,-37,-31,11,103,4,251,-152,857335,13526,841970,1839,1.58%,98.21%,0.61,1.33,51,27,12,22,33,SEDANG
28/09/2021,DKI Jakarta,-18,5,-42,-37,-32,11,104,3,176,-75,857439,13529,842146,1764,1.58%,98.22%,1.01,0.75,45,25,9,24,28,SEDANG
29/09/2021,DKI Jakarta,-17,5,-40,-36,-31,10,177,6,194,-23,857616,13535,842340,1741,1.58%,98.22%,1.7,2,54,26,12,29,38,SEDANG
30/09/2021,DKI Jakarta,-15,10,-38,-34,-29,10,149,3,193,-47,857765,13538,842533,1694,1.58%,98.22%,0.84,0.5,63,27,13,38,37,SEDANG
1/10/2021,DKI Jakarta,-9,16,-29,-33,-28,10,151,5,138,8,857916,13543,842671,1702,1.58%,98.22%,1.01,1.67,57,30,11,32,38,SEDANG
2/10/2021,DKI Jakarta,-11,17,-32,-24,-17,4,155,5,163,-13,858071,13548,842834,1689,1.58%,98.22%,1.03,1,67,32,11,30,35,SEDANG
3/10/2021,DKI Jakarta,-13,11,-39,-25,-13,4,127,4,89,34,858198,13552,842923,1723,1.58%,98.22%,0.82,0.8,70,29,10,28,28,SEDANG
4/10/2021,DKI Jakarta,-17,5,-39,-34,-30,10,149,1,169,-21,858347,13553,843092,1702,1.58%,98.22%,1.17,0.25,58,30,11,34,29,SEDANG
5/10/2021,DKI Jakarta,-15,9,-39,-33,-31,10,72,3,150,-81,858419,13556,843242,1621,1.58%,98.23%,0.48,3,55,29,11,30,33,SEDANG
6/10/2021,DKI Jakarta,-15,6,-35,-32,-30,10,203,4,164,35,858622,13560,843406,1656,1.58%,98.23%,2.82,1.33,60,38,10,26,35,SEDANG
7/10/2021,DKI Jakarta,-13,7,-32,-32,-29,9,150,1,100,49,858772,13561,843506,1705,1.58%,98.22%,0.74,0.25,45,29,9,21,28,SEDANG
8/10/2021,DKI Jakarta,-10,9,-25,-31,-28,10,150,0,307,-157,858922,13561,843813,1548,1.58%,98.24%,1,0,54,33,11,24,35,SEDANG
9/10/2021,DKI Jakarta,-12,12,-30,-24,-16,4,100,2,2,96,859022,13563,843815,1644,1.58%,98.23%,0.67,,52,27,9,32,29,SEDANG
10/10/2021,DKI Jakarta,-14,8,-35,-24,-11,4,140,3,69,68,859162,13566,843884,1712,1.58%,98.22%,1.4,1.5,58,26,9,38,26,SEDANG
11/10/2021,DKI Jakarta,-16,4,-35,-33,-28,10,41,2,309,-270,859203,13568,844193,1442,1.58%,98.25%,0.29,0.67,59,29,10,35,30,SEDANG
12/10/2021,DKI Jakarta,-16,4,-35,-33,-30,10,143,1,337,-195,859346,13569,844530,1247,1.58%,98.28%,3.49,0.5,56,37,9,23,35,SEDANG
13/10/2021,DKI Jakarta,-15,4,-33,-32,-28,9,278,0,199,79,859624,13569,844729,1326,1.58%,98.27%,1.94,0,52,28,8,25,31,SEDANG
14/10/2021,DKI Jakarta,-15,5,-32,-33,-28,10,113,0,98,15,859737,13569,844827,1341,1.58%,98.27%,0.41,1,64,33,11,35,35,SEDANG
15/10/2021,DKI Jakarta,-12,8,-25,-31,-26,10,124,0,64,60,859861,13569,844891,1401,1.58%,98.26%,1.1,1,75,29,12,34,37,TIDAK SEHAT
16/10/2021,DKI Jakarta,-15,8,-32,-23,-16,5,154,1,217,-64,860015,13570,845108,1337,1.58%,98.27%,1.24,,66,28,15,32,44,SEDANG
17/10/2021,DKI Jakarta,-18,3,-38,-26,-12,5,131,0,130,1,860146,13570,845238,1338,1.58%,98.27%,0.85,0,65,34,11,36,30,SEDANG
18/10/2021,DKI Jakarta,-27,-10,-46,-36,-31,12,107,1,149,-43,860253,13571,845387,1295,1.58%,98.27%,0.82,,44,25,9,19,26,SEDANG
19/10/2021,DKI Jakarta,-16,5,-35,-30,-32,9,106,0,122,-16,860359,13571,845509,1279,1.58%,98.27%,0.99,0,41,29,14,15,30,SEDANG
20/10/2021,DKI Jakarta,-14,2,-19,-44,-65,17,103,0,131,-28,860462,13571,845640,1251,1.58%,98.28%,0.97,1,33,29,10,21,27,SEDANG
21/10/2021,DKI Jakarta,-18,3,-31,-31,-28,9,88,1,153,-66,860550,13572,845793,1185,1.58%,98.29%,0.85,,45,25,9,28,32,SEDANG
22/10/2021,DKI Jakarta,-13,6,-24,-31,-26,10,83,0,83,0,860633,13572,845876,1185,1.58%,98.29%,0.94,0,64,31,18,19,48,SEDANG
23/10/2021,DKI Jakarta,-15,7,-24,-25,-14,5,116,2,173,-59,860749,13574,846049,1126,1.58%,98.29%,1.4,,57,29,10,20,36,SEDANG
24/10/2021,DKI Jakarta,-16,3,-27,-25,-10,5,131,1,128,2,860880,13575,846177,1128,1.58%,98.29%,1.13,0.5,58,27,11,28,36,SEDANG
25/10/2021,DKI Jakarta,-16,6,-32,-30,-27,9,82,1,166,-85,860962,13576,846343,1043,1.58%,98.30%,0.63,1,62,27,14,33,37,SEDANG
26/10/2021,DKI Jakarta,-16,5,-32,-30,-28,10,38,1,100,-63,861000,13577,846443,980,1.58%,98.31%,0.46,1,55,29,14,23,43,SEDANG
27/10/2021,DKI Jakarta,-19,-3,-33,-31,-27,10,105,1,145,-41,861105,13578,846588,939,1.58%,98.31%,2.76,1,55,29,15,22,39,SEDANG
28/10/2021,DKI Jakarta,-14,8,-27,-31,-27,9,131,1,99,31,861236,13579,846687,970,1.58%,98.31%,1.25,1,51,28,16,22,39,SEDANG
29/10/2021,DKI Jakarta,-6,15,-15,-27,-24,8,96,0,117,-21,861332,13579,846804,949,1.58%,98.31%,0.73,0,50,31,19,18,35,SEDANG
30/10/2021,DKI Jakarta,-11,12,-22,-21,-14,4,96,1,143,-48,861428,13580,846947,901,1.58%,98.32%,1,,48,31,12,25,40,SEDANG
31/10/2021,DKI Jakarta,-10,13,-22,-19,-9,3,113,1,77,35,861541,13581,847024,936,1.58%,98.31%,1.18,1,53,27,11,32,32,SEDANG
1/11/2021,DKI Jakarta,-16,5,-33,-30,-27,9,83,0,45,38,861624,13581,847069,974,1.58%,98.31%,0.73,0,58,32,16,22,41,SEDANG
2/11/2021,DKI Jakarta,-12,12,-29,-28,-28,9,77,0,124,-47,861701,13581,847193,927,1.58%,98.32%,0.93,1,50,29,14,22,35,SEDANG
3/11/2021,DKI Jakarta,-12,9,-26,-27,-26,8,132,1,100,31,861833,13582,847293,958,1.58%,98.31%,1.71,,49,33,13,21,38,SEDANG
4/11/2021,DKI Jakarta,-12,8,-25,-28,-26,9,111,1,51,59,861944,13583,847344,1017,1.58%,98.31%,0.84,1,57,30,17,34,47,SEDANG
5/11/2021,DKI Jakarta,-6,12,-15,-27,-24,9,119,1,35,83,862063,13584,847379,1100,1.58%,98.30%,1.07,1,56,31,19,18,46,SEDANG
6/11/2021,DKI Jakarta,-7,14,-16,-18,-16,3,68,1,256,-189,862131,13585,847635,911,1.58%,98.32%,0.57,1,55,30,13,22,40,SEDANG
7/11/2021,DKI Jakarta,-19,-3,-35,-24,-15,6,117,0,112,5,862248,13585,847747,916,1.58%,98.32%,1.72,0,38,27,8,23,25,SEDANG
8/11/2021,DKI Jakarta,-10,11,-22,-27,-26,8,29,0,79,-50,862277,13585,847826,866,1.58%,98.32%,0.25,1,38,29,18,15,32,SEDANG
9/11/2021,DKI Jakarta,-13,6,-26,-27,-27,9,93,0,147,-54,862370,13585,847973,812,1.58%,98.33%,3.21,1,55,32,14,17,38,SEDANG
10/11/2021,DKI Jakarta,-12,3,-25,-27,-25,8,95,0,59,36,862465,13585,848032,848,1.58%,98.33%,1.02,1,38,28,10,16,25,SEDANG
11/11/2021,DKI Jakarta,-9,9,-20,-27,-25,8,107,1,100,6,862572,13586,848132,854,1.58%,98.33%,1.13,,41,48,12,13,15,SEDANG
12/11/2021,DKI Jakarta,-13,-1,-22,-28,-23,9,71,0,186,-115,862643,13586,848318,739,1.57%,98.34%,0.66,0,32,31,10,16,9,BAIK
13/11/2021,DKI Jakarta,-15,3,-30,-23,-15,5,54,0,97,-43,862697,13586,848415,696,1.57%,98.34%,0.76,1,51,36,16,27,12,SEDANG
14/11/2021,DKI Jakarta,-8,10,-20,-19,-10,4,92,1,109,-18,862789,13587,848524,678,1.57%,98.35%,1.7,,42,29,11,18,7,SEDANG
15/11/2021,DKI Jakarta,-12,6,-24,-28,-25,8,36,1,78,-43,862825,13588,848602,635,1.57%,98.35%,0.39,1,27,30,8,16,7,BAIK
16/11/2021,DKI Jakarta,-12,5,-23,-27,-26,9,79,0,106,-27,862904,13588,848708,608,1.57%,98.35%,2.19,0,31,31,8,11,6,BAIK
17/11/2021,DKI Jakarta,-11,5,-21,-27,-25,8,130,1,172,-43,863034,13589,848880,565,1.57%,98.36%,1.65,,55,50,13,15,9,SEDANG
18/11/2021,DKI Jakarta,-10,6,-18,-28,-24,8,100,1,136,-37,863134,13590,849016,528,1.57%,98.36%,0.77,1,55,43,18,19,13,SEDANG
19/11/2021,DKI Jakarta,-7,8,-13,-26,-22,9,97,2,104,-9,863231,13592,849120,519,1.57%,98.37%,0.97,2,28,31,7,16,5,BAIK
20/11/2021,DKI Jakarta,-13,5,-24,-22,-14,5,114,1,158,-45,863345,13593,849278,474,1.57%,98.37%,1.18,0.5,28,33,7,13,6,BAIK
21/11/2021,DKI Jakarta,-10,6,-21,-20,-10,4,111,0,120,-9,863456,13593,849398,465,1.57%,98.37%,0.97,0,41,33,15,16,6,SEDANG
22/11/2021,DKI Jakarta,-12,6,-21,-26,-24,8,26,0,51,-25,863482,13593,849449,440,1.57%,98.37%,0.23,1,27,32,7,14,5,BAIK
23/11/2021,DKI Jakarta,-14,2,-25,-28,-26,9,69,0,43,26,863551,13593,849492,466,1.57%,98.37%,2.65,1,20,32,7,13,5,BAIK
24/11/2021,DKI Jakarta,-12,5,-21,-27,-24,8,82,1,105,-24,863633,13594,849597,442,1.57%,98.37%,1.19,,23,30,8,12,6,BAIK
25/11/2021,DKI Jakarta,-11,7,-18,-26,-24,8,54,1,42,11,863687,13595,849639,453,1.57%,98.37%,0.66,1,39,34,10,11,7,SEDANG
26/11/2021,DKI Jakarta,-10,5,-22,-26,-23,9,70,0,56,14,863757,13595,849695,467,1.57%,98.37%,1.3,0,34,32,12,9,7,SEDANG
27/11/2021,DKI Jakarta,-10,11,-23,-18,-14,4,54,0,86,-32,863811,13595,849781,435,1.57%,98.38%,0.77,1,30,30,10,8,5,BAIK
28/11/2021,DKI Jakarta,-10,8,-28,-19,-10,4,51,0,52,-1,863862,13595,849833,434,1.57%,98.38%,0.94,1,19,29,5,14,4,BAIK
29/11/2021,DKI Jakarta,-8,14,-17,-25,-24,8,41,0,71,-30,863903,13595,849904,404,1.57%,98.38%,0.8,1,23,30,7,12,5,BAIK
